ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
Новомосковский административный округ;3352;2,56;1,54;5,38;1,79;11,03;75,90;Новомосковский административный округ;3352
Новомосковский административный округ;3353;2,08;0,60;7,14;2,38;16,67;69,64;Новомосковский административный округ;3353
Новомосковский административный округ;3354;2,10;1,40;5,24;1,22;10,49;77,27;Новомосковский административный округ;3354
Новомосковский административный округ;3355;3,21;0,80;2,41;1,61;2,01;81,53;Новомосковский административный округ;3355
Новомосковский административный округ;3356;2,49;1,42;8,76;1,30;10,89;72,19;Новомосковский административный округ;3356
Новомосковский административный округ;3357;0,90;1,80;7,18;1,44;19,03;66,79;Новомосковский административный округ;3357
Новомосковский административный округ;3358;1,99;1,27;10,69;1,27;12,32;69,57;Новомосковский административный округ;3358
Новомосковский административный округ;3359;1,70;1,59;7,95;1,36;13,86;71,25;Новомосковский административный округ;3359
Новомосковский административный округ;3360;2,89;0,96;5,35;1,71;14,56;72,27;Новомосковский административный округ;3360
Новомосковский административный округ;3361;1,81;0,67;6,08;1,52;16,54;71,48;Новомосковский административный округ;3361
Новомосковский административный округ;3362;1,54;1,23;9,22;0,61;12,44;72,66;Новомосковский административный округ;3362
Новомосковский административный округ;3363;1,93;1,61;8,04;2,25;18,65;65,27;Новомосковский административный округ;3363
Новомосковский административный округ;3364;2,08;1,76;5,11;2,08;14,70;73,32;Новомосковский административный округ;3364
Новомосковский административный округ;3365;0,77;0,77;4,08;0,51;8,67;83,67;Новомосковский административный округ;3365
Новомосковский административный округ;3366;2,94;0,93;7,74;2,00;17,62;65,69;Новомосковский административный округ;3366
Новомосковский административный округ;3367;1,42;2,83;6,80;1,70;18,13;68,56;Новомосковский административный округ;3367
Новомосковский административный округ;3368;2,57;1,79;11,19;1,68;13,31;67,90;Новомосковский административный округ;3368
Новомосковский административный округ;3369;1,83;1,37;8,04;1,37;15,99;69,56;Новомосковский административный округ;3369
Троицкий административный округ;3370;2,44;0,77;6,67;1,54;9,36;74,49;Троицкий административный округ;3370
Троицкий административный округ;3371;1,80;1,24;5,07;1,01;12,39;76,01;Троицкий административный округ;3371
Троицкий административный округ;3372;1,44;0,72;5,75;0,60;5,87;83,71;Троицкий административный округ;3372
Троицкий административный округ;3373;1,66;1,28;9,20;0,64;8,68;77,01;Троицкий административный округ;3373
Троицкий административный округ;3374;1,44;1,31;10,63;0,52;9,45;74,28;Троицкий административный округ;3374
Троицкий административный округ;3375;1,31;1,02;12,94;0,58;6,98;75,87;Троицкий административный округ;3375
Троицкий административный округ;3376;2,89;0,96;6,36;0,39;5,68;81,79;Троицкий административный округ;3376
Троицкий административный округ;3377;5,11;0,57;11,36;1,70;13,07;66,48;Троицкий административный округ;3377
Троицкий административный округ;3378;2,01;0,93;6,48;2,01;12,50;73,77;Троицкий административный округ;3378
Троицкий административный округ;3379;2,74;0,82;6,85;1,23;13,29;73,56;Троицкий административный округ;3379
Троицкий административный округ;3380;3,50;0,42;7,97;0,56;11,33;74,13;Троицкий административный округ;3380
Троицкий административный округ;3381;2,26;0,99;7,64;1,27;11,17;74,12;Троицкий административный округ;3381
Троицкий административный округ;3382;0,68;0,00;4,73;0,68;15,54;75,68;Троицкий административный округ;3382
Троицкий административный округ;3383;1,41;0,64;7,71;0,00;6,04;80,85;Троицкий административный округ;3383
Троицкий административный округ;3384;1,68;0,56;6,58;0,56;8,40;78,15;Троицкий административный округ;3384
Троицкий административный округ;3385;2,25;1,02;8,40;0,61;17,62;68,24;Троицкий административный округ;3385
Троицкий административный округ;3386;1,25;1,75;13,25;0,25;11,00;70,50;Троицкий административный округ;3386
