ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
Таганский район;127;3,14;2,29;12,91;2,53;31,60;46,32;Таганский район;127
Таганский район;128;3,13;3,32;9,77;2,73;31,84;48,44;Таганский район;128
Таганский район;129;3,03;2,12;12,75;5,16;28,83;47,19;Таганский район;129
Таганский район;130;1,90;4,15;9,52;3,46;28,03;51,73;Таганский район;130
Таганский район;131;3,67;2,45;13,76;4,28;25,54;49,85;Таганский район;131
Таганский район;132;4,02;2,47;13,76;3,55;24,88;50,54;Таганский район;132
Таганский район;133;4,32;2,65;11,99;3,21;29,01;47,70;Таганский район;133
Таганский район;134;2,59;2,20;11,15;3,63;27,24;51,75;Таганский район;134
Таганский район;135;1,50;2,50;12,81;4,66;25,79;51,08;Таганский район;135
Таганский район;136;2,91;2,91;10,99;4,48;26,01;52,47;Таганский район;136
Таганский район;3618;10,20;14,29;16,33;0,00;16,33;36,73;Таганский район;3618
Таганский район;3619;3,99;2,90;9,78;3,62;13,04;63,77;Таганский район;3619
Таганский район;3620;0,74;2,59;13,15;2,78;7,59;72,41;Таганский район;3620
Таганский район;3621;3,77;1,89;20,75;0,00;9,43;62,26;Таганский район;3621
Тверской район;137;2,10;3,83;10,86;4,44;31,36;46,05;Тверской район;137
Тверской район;138;1,56;2,16;11,38;6,11;35,45;42,63;Тверской район;138
Тверской район;139;1,57;1,57;12,47;4,82;36,58;41,51;Тверской район;139
Тверской район;140;1,28;2,07;15,79;5,03;37,91;37,41;Тверской район;140
Тверской район;141;1,69;2,53;9,99;9,00;41,91;34,18;Тверской район;141
Тверской район;142;0,93;1,68;15,49;4,20;40,67;36,10;Тверской район;142
Тверской район;143;1,16;1,80;10,98;4,54;41,71;38,54;Тверской район;143
Тверской район;144;1,25;4,03;14,44;5,97;39,58;33,61;Тверской район;144
Тверской район;145;1,47;1,89;10,06;4,82;37,11;43,19;Тверской район;145
Тверской район;146;1,33;2,95;11,05;4,86;40,65;37,99;Тверской район;146
Тверской район;147;1,06;3,09;10,33;4,58;43,66;36,85;Тверской район;147
Тверской район;148;1,78;2,56;10,80;5,46;44,65;32,41;Тверской район;148
Тверской район;149;2,48;2,13;15,58;3,42;33,77;42,03;Тверской район;149
Тверской район;150;0,86;2,08;11,15;5,02;42,52;37,01;Тверской район;150
Тверской район;151;3,07;3,56;12,96;4,06;34,42;41,35;Тверской район;151
Тверской район;152;1,34;1,78;16,94;2,67;32,84;43,09;Тверской район;152
Тверской район;153;2,41;3,17;11,16;4,27;32,71;45,84;Тверской район;153
Тверской район;154;1,78;2,22;8,88;3,40;36,69;45,41;Тверской район;154
Тверской район;155;2,67;1,26;10,53;4,56;36,16;44,34;Тверской район;155
Тверской район;3622;3,26;2,85;0,61;1,02;1,02;89,82;Тверской район;3622
Тверской район;3623;0,00;0,00;0,00;0,00;0,00;0,00;Тверской район;3623
Тверской район;3624;2,90;4,35;18,12;6,52;15,22;50,00;Тверской район;3624
Тверской район;3625;0,00;3,13;9,38;3,13;18,75;65,63;Тверской район;3625
Тверской район;3626;6,48;4,63;5,56;3,70;15,74;60,19;Тверской район;3626
район Хамовники;156;1,97;1,23;7,38;3,20;52,28;33,21;район Хамовники;156
район Хамовники;157;1,56;1,95;13,95;5,07;34,44;41,85;район Хамовники;157
район Хамовники;158;1,10;1,84;17,52;5,15;38,24;35,78;район Хамовники;158
район Хамовники;159;1,73;2,82;12,35;4,88;39,87;37,16;район Хамовники;159
район Хамовники;160;4,06;2,71;12,07;1,60;14,90;63,05;район Хамовники;160
район Хамовники;161;2,07;2,25;12,61;5,01;42,66;34,20;район Хамовники;161
район Хамовники;162;1,77;2,36;15,78;4,36;36,51;37,69;район Хамовники;162
район Хамовники;163;1,49;2,40;10,63;3,54;38,86;42,06;район Хамовники;163
район Хамовники;164;0,90;3,76;12,01;5,02;38,53;39,07;район Хамовники;164
район Хамовники;165;1,89;2,22;14,24;3,56;39,93;37,49;район Хамовники;165
район Хамовники;166;1,91;2,07;14,51;3,83;36,04;41,15;район Хамовники;166
район Хамовники;167;3,15;1,83;10,35;6,95;31,19;44,82;район Хамовники;167
район Хамовники;168;6,01;1,69;9,07;0,74;18,14;62,45;район Хамовники;168
район Хамовники;169;1,43;2,09;17,45;5,27;38,53;34,80;район Хамовники;169
район Хамовники;170;2,18;2,50;17,32;7,33;30,27;39,00;район Хамовники;170
район Хамовники;171;1,27;1,78;16,75;5,84;38,71;34,90;район Хамовники;171
район Хамовники;172;1,68;1,68;14,44;6,62;36,70;38,03;район Хамовники;172
район Хамовники;173;1,52;0,88;13,13;5,30;39,14;39,27;район Хамовники;173
район Хамовники;174;2,09;1,86;14,98;7,67;36,24;36,00;район Хамовники;174
район Хамовники;175;1,40;2,81;11,92;5,47;36,19;41,23;район Хамовники;175
район Хамовники;176;2,50;2,81;13,59;5,63;36,72;37,97;район Хамовники;176
район Хамовники;177;2,47;2,82;14,69;3,17;37,02;38,78;район Хамовники;177
район Хамовники;178;1,90;3,92;11,53;3,57;42,09;35,67;район Хамовники;178
район Хамовники;179;1,21;1,08;14,57;4,99;36,03;41,30;район Хамовники;179
район Хамовники;180;2,79;2,35;16,30;3,52;31,28;41,85;район Хамовники;180
район Хамовники;181;2,33;3,83;16,97;4,33;32,11;38,77;район Хамовники;181
район Хамовники;3627;1,12;2,02;4,94;2,25;9,89;77,75;район Хамовники;3627
район Хамовники;3628;3,42;4,11;15,07;4,11;13,01;58,90;район Хамовники;3628
район Хамовники;3629;0,00;0,00;17,65;5,88;23,53;52,94;район Хамовники;3629
район Хамовники;3630;2,68;1,79;19,64;3,57;10,71;58,04;район Хамовники;3630
район Хамовники;3631;9,09;0,00;9,09;0,00;9,09;72,73;район Хамовники;3631
район Якиманка;182;0,54;2,85;11,67;4,61;45,05;34,33;район Якиманка;182
район Якиманка;183;2,57;2,31;12,07;5,52;32,35;44,54;район Якиманка;183
район Якиманка;184;1,44;1,44;15,85;4,44;37,33;38,54;район Якиманка;184
район Якиманка;185;2,59;2,71;14,66;4,93;33,74;40,76;район Якиманка;185
район Якиманка;186;1,44;2,88;9,38;3,73;37,02;44,35;район Якиманка;186
район Якиманка;187;1,66;2,14;10,57;5,46;38,36;40,97;район Якиманка;187
район Якиманка;3632;2,70;3,66;9,63;2,50;20,23;59,34;район Якиманка;3632
район Выхино-Жулебино;1277;3,09;2,93;8,49;4,01;27,01;53,24;район Выхино-Жулебино;1277
район Выхино-Жулебино;1278;3,83;6,06;9,73;3,51;29,82;44,34;район Выхино-Жулебино;1278
район Выхино-Жулебино;1279;3,46;1,59;10,97;4,62;22,08;51,23;район Выхино-Жулебино;1279
район Выхино-Жулебино;1280;2,79;2,79;5,59;5,03;24,58;58,10;район Выхино-Жулебино;1280
район Выхино-Жулебино;1281;2,24;2,72;10,42;4,33;23,56;55,77;район Выхино-Жулебино;1281
район Выхино-Жулебино;1282;2,65;2,08;11,99;2,08;26,07;53,98;район Выхино-Жулебино;1282
район Выхино-Жулебино;1283;4,24;2,31;11,44;3,34;24,42;52,31;район Выхино-Жулебино;1283
район Выхино-Жулебино;1284;2,94;2,35;12,35;4,56;26,47;50,00;район Выхино-Жулебино;1284
район Выхино-Жулебино;1285;2,20;1,61;9,97;4,84;24,63;54,55;район Выхино-Жулебино;1285
район Выхино-Жулебино;1286;3,82;3,23;11,75;3,52;28,78;47,14;район Выхино-Жулебино;1286
район Выхино-Жулебино;1287;1,68;2,38;9,23;5,45;24,34;53,85;район Выхино-Жулебино;1287
район Выхино-Жулебино;1288;2,35;2,21;12,57;3,31;24,45;53,59;район Выхино-Жулебино;1288
район Выхино-Жулебино;1289;3,05;3,05;8,12;2,54;23,86;58,38;район Выхино-Жулебино;1289
район Выхино-Жулебино;1290;2,99;3,40;10,46;2,99;24,86;53,80;район Выхино-Жулебино;1290
район Выхино-Жулебино;1291;3,25;2,30;9,35;2,03;22,09;59,76;район Выхино-Жулебино;1291
район Выхино-Жулебино;1292;3,20;1,23;9,61;2,71;21,31;60,84;район Выхино-Жулебино;1292
район Выхино-Жулебино;1293;2,13;1,73;9,60;3,33;25,20;56,93;район Выхино-Жулебино;1293
район Выхино-Жулебино;1294;1,56;3,12;8,31;3,25;22,60;58,83;район Выхино-Жулебино;1294
район Выхино-Жулебино;1295;3,13;2,47;10,54;2,80;20,59;59,64;район Выхино-Жулебино;1295
район Выхино-Жулебино;1296;2,30;1,15;9,96;0,77;23,75;61,69;район Выхино-Жулебино;1296
район Выхино-Жулебино;1297;2,82;3,76;10,33;3,76;23,94;53,05;район Выхино-Жулебино;1297
район Выхино-Жулебино;1298;3,51;2,99;11,44;2,60;18,99;58,78;район Выхино-Жулебино;1298
район Выхино-Жулебино;1299;3,12;2,82;11,72;2,82;20,33;57,57;район Выхино-Жулебино;1299
район Выхино-Жулебино;1300;2,85;2,71;10,56;1,99;24,11;55,63;район Выхино-Жулебино;1300
район Выхино-Жулебино;1301;2,88;3,01;12,43;2,09;18,06;60,60;район Выхино-Жулебино;1301
район Выхино-Жулебино;1302;4,37;2,40;10,86;0,71;19,32;61,21;район Выхино-Жулебино;1302
район Выхино-Жулебино;1303;3,47;1,47;9,35;2,40;27,90;53,94;район Выхино-Жулебино;1303
район Выхино-Жулебино;1304;1,81;1,48;12,52;2,80;26,36;54,53;район Выхино-Жулебино;1304
район Выхино-Жулебино;1305;1,41;2,65;9,54;3,71;28,98;51,94;район Выхино-Жулебино;1305
район Выхино-Жулебино;1306;2,06;1,80;8,48;1,29;18,77;66,32;район Выхино-Жулебино;1306
район Выхино-Жулебино;1307;3,53;1,94;10,42;3,71;22,97;56,36;район Выхино-Жулебино;1307
район Выхино-Жулебино;1308;2,60;2,87;10,81;4,38;20,79;56,91;район Выхино-Жулебино;1308
район Выхино-Жулебино;1309;1,69;3,53;11,83;3,38;23,20;55,30;район Выхино-Жулебино;1309
район Выхино-Жулебино;1310;2,62;1,31;9,16;3,18;21,50;60,00;район Выхино-Жулебино;1310
район Выхино-Жулебино;1311;3,55;2,63;9,27;3,09;18,55;61,21;район Выхино-Жулебино;1311
район Выхино-Жулебино;1312;2,81;1,50;9,38;2,06;20,26;61,91;район Выхино-Жулебино;1312
район Выхино-Жулебино;1313;3,83;2,21;6,49;2,95;25,52;58,26;район Выхино-Жулебино;1313
район Выхино-Жулебино;1314;2,96;1,25;8,65;1,93;22,18;62,57;район Выхино-Жулебино;1314
район Выхино-Жулебино;1315;2,23;1,71;9,59;2,10;22,08;61,50;район Выхино-Жулебино;1315
район Выхино-Жулебино;1316;2,00;1,63;8,00;2,25;27,88;56,63;район Выхино-Жулебино;1316
район Выхино-Жулебино;1317;1,59;0,91;9,77;2,50;20,00;64,55;район Выхино-Жулебино;1317
район Выхино-Жулебино;1318;2,72;1,31;6,64;1,41;23,29;64,09;район Выхино-Жулебино;1318
район Выхино-Жулебино;1319;3,35;2,20;8,07;3,25;18,76;63,73;район Выхино-Жулебино;1319
район Выхино-Жулебино;1320;3,03;1,72;7,92;1,98;20,84;63,72;район Выхино-Жулебино;1320
район Выхино-Жулебино;1321;2,40;1,83;8,11;2,51;22,60;61,19;район Выхино-Жулебино;1321
район Выхино-Жулебино;1322;1,51;1,10;5,90;2,61;28,26;59,81;район Выхино-Жулебино;1322
район Выхино-Жулебино;1323;0,77;1,54;5,77;2,31;20,64;67,56;район Выхино-Жулебино;1323
район Выхино-Жулебино;1324;1,50;1,38;6,88;2,25;22,65;64,96;район Выхино-Жулебино;1324
район Выхино-Жулебино;1325;1,67;1,29;6,81;1,80;18,38;69,28;район Выхино-Жулебино;1325
район Выхино-Жулебино;1326;2,06;0,98;7,49;1,95;16,94;69,71;район Выхино-Жулебино;1326
район Выхино-Жулебино;1327;1,75;1,52;5,85;2,34;23,39;63,86;район Выхино-Жулебино;1327
район Выхино-Жулебино;1328;1,39;1,22;7,14;4,18;22,47;62,89;район Выхино-Жулебино;1328
район Выхино-Жулебино;1329;3,24;1,75;7,42;1,62;24,29;61,40;район Выхино-Жулебино;1329
район Выхино-Жулебино;1330;2,37;2,13;4,74;2,84;21,21;65,28;район Выхино-Жулебино;1330
район Выхино-Жулебино;1331;2,06;1,93;6,31;2,06;32,60;53,74;район Выхино-Жулебино;1331
район Выхино-Жулебино;1332;2,83;1,42;7,34;1,42;20,21;64,86;район Выхино-Жулебино;1332
район Выхино-Жулебино;1333;2,60;0,87;8,57;3,25;16,81;66,81;район Выхино-Жулебино;1333
район Выхино-Жулебино;1334;2,60;2,08;6,85;1,35;23,16;62,82;район Выхино-Жулебино;1334
район Выхино-Жулебино;1335;2,22;0,99;7,66;1,98;20,77;65,14;район Выхино-Жулебино;1335
район Выхино-Жулебино;3698;2,02;2,16;10,53;3,78;6,21;74,22;район Выхино-Жулебино;3698
район Капотня;1336;0,00;1,30;6,49;2,60;10,39;77,92;район Капотня;1336
район Капотня;1337;5,25;3,10;8,48;2,56;15,34;63,12;район Капотня;1337
район Капотня;1338;4,38;2,50;7,38;4,63;15,50;65,00;район Капотня;1338
район Капотня;1339;4,72;0,98;8,29;1,95;17,40;65,85;район Капотня;1339
район Капотня;1340;3,21;1,23;8,15;3,46;20,74;62,47;район Капотня;1340
район Капотня;1341;1,75;2,14;9,55;1,95;16,96;66,08;район Капотня;1341
район Капотня;1342;4,87;1,26;7,06;2,98;21,98;60,91;район Капотня;1342
район Капотня;1343;4,00;3,17;5,33;1,17;15,50;69,33;район Капотня;1343
район Капотня;1344;3,84;3,36;5,76;1,68;20,14;64,03;район Капотня;1344
район Капотня;3699;4,14;2,07;3,10;1,03;5,17;83,10;район Капотня;3699
район Кузьминки;1345;2,62;3,87;10,86;2,87;28,46;45,44;район Кузьминки;1345
район Кузьминки;1346;3,06;2,66;9,18;5,59;23,27;54,65;район Кузьминки;1346
район Кузьминки;1347;5,19;6,17;12,84;1,73;28,89;43,70;район Кузьминки;1347
район Кузьминки;1348;3,64;5,89;11,79;5,55;29,81;41,94;район Кузьминки;1348
район Кузьминки;1349;4,14;4,59;16,72;3,99;24,56;43,20;район Кузьминки;1349
район Кузьминки;1350;2,18;3,74;10,14;3,90;25,27;53,51;район Кузьминки;1350
район Кузьминки;1351;3,03;3,46;9,09;3,68;18,61;60,61;район Кузьминки;1351
район Кузьминки;1352;1,36;4,67;9,14;3,11;19,46;61,09;район Кузьминки;1352
район Кузьминки;1353;3,86;2,43;11,14;2,86;25,00;53,29;район Кузьминки;1353
район Кузьминки;1354;2,04;3,06;10,19;5,26;28,69;49,92;район Кузьминки;1354
район Кузьминки;1355;4,54;2,84;8,65;3,69;25,67;51,91;район Кузьминки;1355
район Кузьминки;1356;2,69;3,93;10,95;4,55;27,27;49,59;район Кузьминки;1356
район Кузьминки;1357;3,35;3,96;12,20;4,88;21,19;52,44;район Кузьминки;1357
район Кузьминки;1358;2,90;2,69;13,46;2,90;24,64;52,38;район Кузьминки;1358
район Кузьминки;1359;2,57;2,96;14,52;4,63;22,62;52,06;район Кузьминки;1359
район Кузьминки;1360;3,80;3,38;11,55;3,52;20,00;56,90;район Кузьминки;1360
район Кузьминки;1361;2,69;2,99;9,70;4,78;23,73;54,93;район Кузьминки;1361
район Кузьминки;1362;3,36;3,36;12,18;5,60;20,03;54,20;район Кузьминки;1362
район Кузьминки;1363;4,74;4,60;9,74;5,01;20,03;54,67;район Кузьминки;1363
район Кузьминки;1364;3,64;4,90;14,15;3,92;18,77;53,78;район Кузьминки;1364
район Кузьминки;1365;4,77;3,89;10,18;2,76;27,01;49,50;район Кузьминки;1365
район Кузьминки;1366;3,28;3,58;12,37;3,13;21,31;55,14;район Кузьминки;1366
район Кузьминки;1367;3,17;2,06;11,73;2,69;22,19;56,89;район Кузьминки;1367
район Кузьминки;1368;3,21;3,75;11,25;2,32;29,29;48,75;район Кузьминки;1368
район Кузьминки;1369;3,25;3,80;9,04;3,80;23,51;54,97;район Кузьминки;1369
район Кузьминки;1370;3,97;4,76;10,48;3,97;27,94;47,46;район Кузьминки;1370
район Кузьминки;1371;3,12;3,39;10,58;3,80;20,35;57,80;район Кузьминки;1371
район Кузьминки;1372;3,24;2,95;10,62;2,95;25,81;53,10;район Кузьминки;1372
район Кузьминки;1373;3,21;3,41;7,23;3,61;23,49;58,23;район Кузьминки;1373
район Кузьминки;1374;1,64;2,57;13,32;3,27;28,27;49,77;район Кузьминки;1374
район Кузьминки;1375;2,97;1,66;9,75;2,97;27,71;53,86;район Кузьминки;1375
район Кузьминки;1376;2,27;3,20;8,54;3,74;26,44;54,87;район Кузьминки;1376
район Кузьминки;1377;2,37;4,23;11,51;3,89;16,92;59,56;район Кузьминки;1377
район Кузьминки;1378;2,53;3,79;8,08;2,53;23,99;57,58;район Кузьминки;1378
район Кузьминки;1379;2,35;3,14;8,63;2,75;26,67;55,69;район Кузьминки;1379
район Кузьминки;1380;1,89;3,78;12,18;2,10;23,74;55,88;район Кузьминки;1380
район Кузьминки;1381;2,51;2,51;14,24;1,51;20,60;57,96;район Кузьминки;1381
район Кузьминки;1382;2,46;2,95;10,16;3,61;24,75;54,43;район Кузьминки;1382
район Лефортово;1383;2,28;2,77;11,40;2,93;34,85;44,46;район Лефортово;1383
район Лефортово;1384;3,60;1,98;11,87;3,78;28,96;49,28;район Лефортово;1384
район Лефортово;1385;4,00;3,20;11,20;3,20;28,80;48,80;район Лефортово;1385
район Лефортово;1386;4,92;1,77;8,66;4,92;28,54;49,61;район Лефортово;1386
район Лефортово;1387;2,75;1,90;11,84;4,44;28,33;50,11;район Лефортово;1387
район Лефортово;1388;2,01;1,12;9,38;3,35;27,01;55,13;район Лефортово;1388
район Лефортово;1389;2,75;1,59;10,40;3,03;36,85;43,50;район Лефортово;1389
район Лефортово;1390;2,78;2,78;11,27;3,89;30,04;47,98;район Лефортово;1390
район Лефортово;1391;13,28;2,95;7,43;3,29;19,13;52,55;район Лефортово;1391
район Лефортово;1392;3,43;3,96;11,49;3,96;25,89;50,07;район Лефортово;1392
район Лефортово;1393;4,10;2,33;12,29;3,10;26,69;50,72;район Лефортово;1393
район Лефортово;1394;3,09;2,65;12,52;3,24;29,01;48,60;район Лефортово;1394
район Лефортово;1395;6,44;2,35;7,05;1,73;25,74;55,82;район Лефортово;1395
район Лефортово;1396;4,49;1,93;5,46;1,12;19,10;66,21;район Лефортово;1396
район Лефортово;1397;0,86;2,80;12,28;5,17;34,70;43,10;район Лефортово;1397
район Лефортово;1398;1,57;2,22;11,37;5,10;32,55;46,27;район Лефортово;1398
район Лефортово;1399;2,49;2,31;12,10;3,74;28,11;50,71;район Лефортово;1399
район Лефортово;1400;1,42;2,36;9,93;3,31;32,86;48,23;район Лефортово;1400
район Лефортово;1401;2,98;2,51;11,46;4,24;27,32;50,71;район Лефортово;1401
район Лефортово;1402;2,04;2,39;10,05;2,56;31,35;51,28;район Лефортово;1402
район Лефортово;1403;1,94;1,66;10,12;3,33;24,55;56,87;район Лефортово;1403
район Лефортово;1404;2,49;3,37;13,18;4,39;23,57;51,39;район Лефортово;1404
район Лефортово;1405;2,56;2,56;12,40;3,77;26,95;49,73;район Лефортово;1405
район Лефортово;1406;2,79;2,98;10,80;2,79;22,53;56,24;район Лефортово;1406
район Лефортово;1407;1,43;1,82;11,83;4,94;28,35;50,85;район Лефортово;1407
район Лефортово;3700;4,95;2,97;10,89;1,98;19,80;56,44;район Лефортово;3700
район Лефортово;3701;0,00;0,00;11,11;3,70;44,44;40,74;район Лефортово;3701
район Лефортово;3702;2,40;5,29;12,02;4,81;18,27;56,73;район Лефортово;3702
район Люблино;1408;2,34;2,13;9,05;2,66;31,52;51,76;район Люблино;1408
район Люблино;1409;3,57;2,89;9,34;2,38;21,05;59,42;район Люблино;1409
район Люблино;1410;2,48;4,95;9,16;0,99;25,99;53,71;район Люблино;1410
район Люблино;1411;3,80;2,85;12,55;1,33;22,62;55,13;район Люблино;1411
район Люблино;1412;3,33;2,98;11,58;2,81;23,86;54,21;район Люблино;1412
район Люблино;1413;3,82;3,82;9,90;2,95;22,92;55,38;район Люблино;1413
район Люблино;1414;3,19;3,65;10,03;2,43;24,77;54,56;район Люблино;1414
район Люблино;1415;4,03;5,38;8,33;3,76;16,94;58,60;район Люблино;1415
район Люблино;1416;1,61;1,94;6,45;1,94;24,84;62,90;район Люблино;1416
район Люблино;1417;3,93;3,51;8,68;2,27;18,39;61,36;район Люблино;1417
район Люблино;1418;3,05;4,96;9,92;3,05;22,90;54,96;район Люблино;1418
район Люблино;1419;2,22;2,63;8,69;3,03;28,89;52,53;район Люблино;1419
район Люблино;1420;4,36;2,80;9,50;2,49;19,63;59,66;район Люблино;1420
район Люблино;1421;4,13;4,27;7,85;2,20;20,94;58,82;район Люблино;1421
район Люблино;1422;2,70;3,47;8,11;1,67;23,17;59,72;район Люблино;1422
район Люблино;1423;3,49;4,84;8,33;1,94;20,54;58,53;район Люблино;1423
район Люблино;1424;3,16;2,61;9,34;2,06;25,55;55,36;район Люблино;1424
район Люблино;1425;3,95;4,80;7,33;2,54;21,72;58,82;район Люблино;1425
район Люблино;1426;3,88;4,01;8,77;2,51;21,30;57,77;район Люблино;1426
район Люблино;1427;3,53;4,80;9,31;3,10;17,91;58,82;район Люблино;1427
район Люблино;1428;2,48;3,99;7,02;3,03;23,83;58,13;район Люблино;1428
район Люблино;1429;1,80;3,91;12,03;3,31;21,65;56,39;район Люблино;1429
район Люблино;1430;5,51;2,84;5,86;1,78;22,91;59,15;район Люблино;1430
район Люблино;1431;4,37;2,12;9,87;2,26;21,16;58,67;район Люблино;1431
район Люблино;1432;4,50;3,22;6,31;2,19;26,77;54,83;район Люблино;1432
район Люблино;1433;4,95;2,34;10,73;2,48;22,70;55,71;район Люблино;1433
район Люблино;1434;2,51;3,18;8,54;3,35;26,80;55,11;район Люблино;1434
район Люблино;1435;3,56;2,89;6,22;3,11;26,44;56,67;район Люблино;1435
район Люблино;1436;2,53;3,29;8,35;2,78;25,06;56,96;район Люблино;1436
район Люблино;1437;1,46;2,26;7,32;0,93;23,70;62,45;район Люблино;1437
район Люблино;1438;2,28;3,99;14,07;2,47;24,90;50,00;район Люблино;1438
район Люблино;1439;4,44;3,47;7,77;2,64;23,16;57,00;район Люблино;1439
район Люблино;1440;2,64;2,97;9,06;1,65;19,44;63,26;район Люблино;1440
район Люблино;1441;3,10;4,13;9,55;2,06;20,39;59,23;район Люблино;1441
район Люблино;1442;3,96;2,41;9,29;1,72;23,06;57,14;район Люблино;1442
район Люблино;1443;2,49;2,80;10,44;4,05;23,68;55,14;район Люблино;1443
район Люблино;1444;3,75;2,45;8,65;2,28;21,70;60,36;район Люблино;1444
район Люблино;1445;2,96;4,36;7,94;1,56;17,76;64,17;район Люблино;1445
район Люблино;1446;4,17;5,12;7,78;1,71;22,58;57,31;район Люблино;1446
район Люблино;1447;5,44;3,97;6,69;2,09;20,71;60,67;район Люблино;1447
район Люблино;1448;5,38;3,40;7,22;2,12;18,27;62,75;район Люблино;1448
район Люблино;1449;4,34;2,50;8,55;3,03;31,97;47,89;район Люблино;1449
район Люблино;1450;3,12;2,99;10,13;2,99;30,52;49,61;район Люблино;1450
район Люблино;1451;5,22;3,13;8,56;4,59;26,51;51,15;район Люблино;1451
район Люблино;1452;3,51;2,73;8,19;1,17;27,29;56,14;район Люблино;1452
район Люблино;1453;4,05;1,52;9,37;2,78;28,35;51,65;район Люблино;1453
район Люблино;1454;5,24;3,85;8,04;2,10;22,03;57,69;район Люблино;1454
район Люблино;1455;6,02;5,56;8,57;1,65;23,16;53,53;район Люблино;1455
район Люблино;1456;6,82;2,97;7,12;2,37;21,07;58,31;район Люблино;1456
район Люблино;1457;3,11;1,93;8,37;1,50;16,95;66,42;район Люблино;1457
район Люблино;1458;4,43;2,16;9,62;2,38;17,30;62,59;район Люблино;1458
район Люблино;1459;1,87;1,12;5,22;3,36;1,49;85,82;район Люблино;1459
район Люблино;3703;6,72;3,73;8,21;0,75;17,16;61,19;район Люблино;3703
район Люблино;3704;4,82;3,61;7,83;4,82;15,66;60,84;район Люблино;3704
район Люблино;3705;5,80;0,72;0,72;0,72;8,70;83,33;район Люблино;3705
район Марьино;1460;3,31;3,47;9,42;2,64;23,31;57,19;район Марьино;1460
район Марьино;1461;2,62;2,86;10,97;1,91;20,14;60,43;район Марьино;1461
район Марьино;1462;3,13;1,82;9,64;2,34;23,18;58,98;район Марьино;1462
район Марьино;1463;3,16;2,15;10,51;2,66;19,11;60,13;район Марьино;1463
район Марьино;1464;3,23;2,15;9,95;4,30;21,24;57,93;район Марьино;1464
район Марьино;1465;3,50;2,62;7,24;2,99;24,97;57,93;район Марьино;1465
район Марьино;1466;2,93;3,04;7,55;4,05;22,97;58,67;район Марьино;1466
район Марьино;1467;3,73;2,30;8,88;2,52;21,71;59,43;район Марьино;1467
район Марьино;1468;2,46;2,35;10,64;1,90;26,09;55,43;район Марьино;1468
район Марьино;1469;2,62;1,85;6,48;3,09;22,99;62,04;район Марьино;1469
район Марьино;1470;3,54;3,41;10,75;2,10;20,71;58,32;район Марьино;1470
район Марьино;1471;1,92;1,79;10,00;3,59;25,77;55,51;район Марьино;1471
район Марьино;1472;3,22;3,08;7,24;1,88;20,64;62,33;район Марьино;1472
район Марьино;1473;5,18;2,90;6,55;2,13;21,49;59,91;район Марьино;1473
район Марьино;1474;3,32;2,42;9,06;3,02;23,56;57,25;район Марьино;1474
район Марьино;1475;0,91;2,72;8,32;2,12;18,91;65,51;район Марьино;1475
район Марьино;1476;2,27;2,14;8,54;3,07;29,24;53,94;район Марьино;1476
район Марьино;1477;3,31;2,26;6,63;1,36;24,55;61,14;район Марьино;1477
район Марьино;1478;3,17;3,44;11,11;2,78;25,13;53,31;район Марьино;1478
район Марьино;1479;2,91;2,91;7,51;2,06;23,00;60,41;район Марьино;1479
район Марьино;1480;2,46;2,59;7,63;2,85;26,52;56,40;район Марьино;1480
район Марьино;1481;2,89;2,75;6,88;3,85;27,92;54,61;район Марьино;1481
район Марьино;1482;2,92;3,51;10,53;2,49;23,83;55,70;район Марьино;1482
район Марьино;1483;3,33;3,93;7,87;2,87;27,99;52,34;район Марьино;1483
район Марьино;1484;2,18;2,45;8,57;1,63;25,58;58,50;район Марьино;1484
район Марьино;1485;2,39;2,54;6,58;2,24;29,90;55,90;район Марьино;1485
район Марьино;1486;3,04;1,97;9,48;1,79;26,12;57,07;район Марьино;1486
район Марьино;1487;2,17;2,17;5,26;2,32;20,59;67,34;район Марьино;1487
район Марьино;1488;1,63;2,01;7,65;2,26;41,66;42,79;район Марьино;1488
район Марьино;1489;2,77;1,57;10,24;3,13;26,75;54,46;район Марьино;1489
район Марьино;1490;2,58;2,29;7,87;1,57;30,62;54,51;район Марьино;1490
район Марьино;1491;4,57;2,09;8,88;2,22;29,63;51,57;район Марьино;1491
район Марьино;1492;3,47;1,47;9,87;2,27;23,87;57,07;район Марьино;1492
район Марьино;1493;3,11;2,63;7,06;2,27;27,63;55,98;район Марьино;1493
район Марьино;1494;2,53;2,93;7,46;2,80;26,23;56,86;район Марьино;1494
район Марьино;1495;2,94;3,07;8,71;2,56;30,73;51,09;район Марьино;1495
район Марьино;1496;2,97;2,84;7,88;2,45;27,39;48,32;район Марьино;1496
район Марьино;1497;2,60;2,95;7,47;2,60;33,16;50,35;район Марьино;1497
район Марьино;1498;2,92;4,17;8,34;2,09;31,85;49,79;район Марьино;1498
район Марьино;1499;3,60;3,60;10,01;4,27;35,78;41,52;район Марьино;1499
район Марьино;1500;2,39;2,51;9,42;3,14;29,90;52,01;район Марьино;1500
район Марьино;1501;2,51;1,97;7,21;3,49;37,01;46,72;район Марьино;1501
